regiao,estado,municipio,votos_Bolsonaro,votos_Lula
Norte,RO,GOVERNADOR JORGE TEIXEIRA,3625,1540
Sudeste,ES,GOVERNADOR LINDENBERG,3332,3279
Nordeste,MA,GOVERNADOR LUIZ ROCHA,1266,3418
Nordeste,BA,GOVERNADOR MANGABEIRA,2794,10744
Nordeste,MA,GOVERNADOR NEWTON BELLO,1026,4451
Nordeste,MA,GOVERNADOR NUNES FREIRE,3709,8646
Sudeste,MG,GOVERNADOR VALADARES,94975,56237
Nordeste,CE,GRACA,1070,8252
Nordeste,MA,GRACA ARANHA,922,3635
Nordeste,SE,GRACCHO CARDOSO,900,3960
Nordeste,MA,GRAJAU,12787,24421
Sul,RS,GRAMADO,19160,6444
Sul,RS,GRAMADO DOS LOUREIROS,741,1044
Sul,RS,GRAMADO XAVIER,1093,1295
Sul,PR,GRANDES RIOS,2398,1328
Nordeste,PE,GRANITO,707,4689
Nordeste,CE,GRANJA,4545,28855
Nordeste,CE,GRANJEIRO,499,3790
Sudeste,MG,GRAO MOGOL,2109,6057
Sul,SC,GRAO-PARA,3740,1028
Nordeste,PE,GRAVATA,19063,33033
Sul,RS,GRAVATAI,87219,57730
Sul,SC,GRAVATAL,5692,1733
Nordeste,CE,GROAIRAS,2189,4950
Nordeste,RN,GROSSOS,2223,4994
Sudeste,MG,GRUPIARA,774,529
Sul,RS,GUABIJU,878,290
Sul,SC,GUABIRUBA,11006,2805
Sudeste,ES,GUACUI,9454,6438
Nordeste,PI,GUADALUPE,1206,4943
Sul,RS,GUAIBA,28599,28475
Sudeste,SP,GUAICARA,3704,2455
Sudeste,SP,GUAIMBE,1760,1601
Sul,PR,GUAIRA,12496,5627
Sudeste,SP,GUAIRA,13046,7765
Sul,PR,GUAIRACA,2381,1673
Nordeste,CE,GUAIUBA,3967,12275
Norte,AM,GUAJARA,4407,2891
Norte,RO,GUAJARA-MIRIM,13001,6838
Nordeste,BA,GUAJERU,596,4208
Nordeste,RN,GUAMARE,3422,8103
Sul,PR,GUAMIRANGA,3301,2149
Nordeste,BA,GUANAMBI,18060,34354
Sudeste,MG,GUANHAES,7434,9447
Sudeste,MG,GUAPE,5102,3054
Sudeste,SP,GUAPIACU,7508,4295
Sudeste,SP,GUAPIARA,4398,6174
Sudeste,RJ,GUAPIMIRIM,19328,12349
Sul,PR,GUAPIRAMA,1572,1370
Centro-Oeste,GO,GUAPO,5169,5017
Sul,RS,GUAPORE,11775,3868
Sul,PR,GUAPOREMA,882,685
Sudeste,SP,GUARA,5529,5529
Nordeste,PB,GUARABIRA,12583,20848
Sudeste,SP,GUARACAI,3149,1719
Sul,PR,GUARACI,2139,1299
Sudeste,SP,GUARACI,3042,3154
Sudeste,MG,GUARACIABA,1771,4412
Sul,SC,GUARACIABA,4476,3011
Nordeste,CE,GUARACIABA DO NORTE,5956,19222
Sudeste,MG,GUARACIAMA,657,3312
Norte,TO,GUARAI,7124,6050
Centro-Oeste,GO,GUARAITA,1101,1034
Nordeste,CE,GUARAMIRANGA,1004,3714
Sul,SC,GUARAMIRIM,19548,6362
Sudeste,MG,GUARANESIA,4779,6779
Sudeste,MG,GUARANI,1787,3512
Sudeste,SP,GUARANI D'OESTE,635,687
Sul,RS,GUARANI DAS MISSOES,2692,2245
Centro-Oeste,GO,GUARANI DE GOIAS,1038,2205
Sul,PR,GUARANIACU,5423,3234
Sudeste,SP,GUARANTA,2272,1490
Centro-Oeste,MT,GUARANTA DO NORTE,13560,3152
Sudeste,ES,GUARAPARI,46347,24381
Sul,PR,GUARAPUAVA,57176,48299
Sul,PR,GUARAQUECABA,2765,2271
Sudeste,MG,GUARARA,1181,1512
Sudeste,SP,GUARARAPES,12126,5978
Sudeste,SP,GUARAREMA,12212,6975
Nordeste,BA,GUARATINGA,3105,7618
Sudeste,SP,GUARATINGUETA,47275,25075
Sul,PR,GUARATUBA,14752,6846
Sudeste,MG,GUARDA-MOR,2270,2019
Sudeste,SP,GUAREI,4482,2466
Sudeste,SP,GUARIBA,11836,10125
Nordeste,PI,GUARIBAS,193,2949
Centro-Oeste,GO,GUARINOS,634,1101
Sudeste,SP,GUARUJA,99610,76431
Sul,SC,GUARUJA DO SUL,2045,1219
Sudeste,SP,GUARULHOS,391234,337689
Sul,SC,GUATAMBU,2241,2663
Sudeste,SP,GUATAPARA,1989,2342
Exterior,ZZ,GUATEMALA,108,35
Sudeste,MG,GUAXUPE,14500,14800
Centro-Oeste,MS,GUIA LOPES DA LAGUNA,3008,2343
Sudeste,MG,GUIDOVAL,2009,3099
Nordeste,MA,GUIMARAES,845,5802
Sudeste,MG,GUIMARANIA,2856,2396
Centro-Oeste,MT,GUIRATINGA,3386,2860
Sudeste,MG,GUIRICEMA,2162,3640
Sudeste,MG,GURINHATA,1834,1749
Nordeste,PB,GURINHEM,2035,6489
Nordeste,PB,GURJAO,382,2058
Norte,PA,GURUPA,4565,11516
Norte,TO,GURUPI,26670,18334
Sudeste,SP,GUZOLANDIA,1270,1409
Exterior,ZZ,HAMAMATSU,4916,841
Exterior,ZZ,HANOI,6,13
Exterior,ZZ,HARARE,0,0
Sul,RS,HARMONIA,2418,964
Exterior,ZZ,HARTFORD,933,525
Exterior,ZZ,HAVANA,0,32
Centro-Oeste,GO,HEITORAI,1608,1421
Sudeste,MG,HELIODORA,1867,2220
Nordeste,BA,HELIOPOLIS,1153,7931
Exterior,ZZ,HELSINQUE,163,444
Sudeste,SP,HERCULANDIA,3230,2094
Sul,RS,HERVAL,1203,2585
Sul,SC,HERVAL D'OESTE,9037,4429
Sul,RS,HERVEIRAS,764,1298
Nordeste,CE,HIDROLANDIA,2500,9353
Centro-Oeste,GO,HIDROLANDIA,7959,6247
Centro-Oeste,GO,HIDROLINA,1329,1544
Sudeste,SP,HOLAMBRA,6492,3154
Exterior,ZZ,HONG KONG,95,80
Sul,PR,HONORIO SERPA,1436,2034
Nordeste,CE,HORIZONTE,16774,30336
Sul,RS,HORIZONTINA,8192,3577
Sudeste,SP,HORTOLANDIA,69513,57692
Exterior,ZZ,HOUSTON,2748,1458
Nordeste,PI,HUGO NAPOLEAO,574,2554
Sul,RS,HULHA NEGRA,1439,2292
Sul,RS,HUMAITA,1999,1421
Norte,AM,HUMAITA,10935,12406
Nordeste,MA,HUMBERTO DE CAMPOS,2694,12815
Sudeste,SP,IACANGA,4254,2274
Centro-Oeste,GO,IACIARA,2362,3413
Sudeste,SP,IACRI,2505,1277
Nordeste,BA,IACU,2634,11661
Sudeste,MG,IAPU,3242,2923
Sudeste,SP,IARAS,1379,1596
Nordeste,PE,IATI,1439,9037
Exterior,ZZ,IAUNDE,0,0
Sul,PR,IBAITI,9844,6434
Sul,RS,IBARAMA,1529,1378
Nordeste,CE,IBARETAMA,1851,7718
Sudeste,SP,IBATE,10204,8857
Nordeste,AL,IBATEGUARA,2761,4916
Sudeste,ES,IBATIBA,10089,4465
Sul,PR,IBEMA,1951,1932
Sudeste,MG,IBERTIOGA,1092,2794
Sudeste,MG,IBIA,6265,6284
Sul,RS,IBIACA,2180,1102
Sudeste,MG,IBIAI,1036,3327
Sul,SC,IBIAM,1022,550
Nordeste,CE,IBIAPINA,3666,10830
Nordeste,PB,IBIARA,563,3291
Nordeste,BA,IBIASSUCE,2111,4486
Nordeste,BA,IBICARAI,4816,8862
Sul,SC,IBICARE,1802,649
Nordeste,BA,IBICOARA,3626,8134
Nordeste,BA,IBICUI,2420,6262
Nordeste,CE,IBICUITINGA,2271,7301
Nordeste,PE,IBIMIRIM,1624,12969
Nordeste,BA,IBIPEBA,1490,9212
Nordeste,BA,IBIPITANGA,2175,6981
Sul,PR,IBIPORA,21060,9635
Nordeste,BA,IBIQUERA,405,2316
Sudeste,SP,IBIRA,4826,2239
Sudeste,MG,IBIRACATU,829,2913
Sudeste,MG,IBIRACI,4105,2985
Sudeste,ES,IBIRACU,4193,2983
Sul,RS,IBIRAIARAS,3270,1278
Nordeste,PE,IBIRAJUBA,964,4176
Sul,SC,IBIRAMA,9134,2728
Nordeste,BA,IBIRAPITANGA,2497,7213
Nordeste,BA,IBIRAPUA,2655,3028
Sul,RS,IBIRAPUITA,1580,1299
Sudeste,SP,IBIRAREMA,2690,1229
Nordeste,BA,IBIRATAIA,3719,7087
Sudeste,MG,IBIRITE,49261,48879
Sul,RS,IBIRUBA,9271,4279
Nordeste,BA,IBITIARA,1843,6782
Sudeste,SP,IBITINGA,21029,11458
Sudeste,ES,IBITIRAMA,3783,1728
Nordeste,BA,IBITITA,2071,10011
Sudeste,MG,IBITIURA DE MINAS,1885,747
Sudeste,MG,IBITURUNA,943,1015
Sudeste,SP,IBIUNA,30098,15182
Nordeste,BA,IBOTIRAMA,4755,11054
Nordeste,CE,ICAPUI,4190,9536
Sul,SC,ICARA,24810,8689
Sudeste,MG,ICARAI DE MINAS,1744,4406
Sul,PR,ICARAIMA,3557,1958
Nordeste,MA,ICATU,2787,12538
Sudeste,SP,ICEM,2482,2222
Nordeste,BA,ICHU,993,3728
Nordeste,CE,ICO,7263,29903
Sudeste,ES,ICONHA,5492,3269
Nordeste,RN,IELMO MARINHO,2668,6033
Sudeste,SP,IEPE,2966,1899
Exterior,ZZ,IEREVAN,0,0
Nordeste,AL,IGACI,2627,10837
Nordeste,BA,IGAPORA,1261,8560
Sudeste,SP,IGARACU DO TIETE,7998,5503
Nordeste,PB,IGARACY,735,3147
Sudeste,SP,IGARAPAVA,7446,7426
Sudeste,MG,IGARAPE,12752,11642
Nordeste,MA,IGARAPE DO MEIO,1365,6735
Nordeste,MA,IGARAPE GRANDE,2231,4292
Norte,PA,IGARAPE-ACU,6676,17589
Norte,PA,IGARAPE-MIRI,14004,25085
Nordeste,PE,IGARASSU,23927,44577
Sudeste,SP,IGARATA,4102,2550
Sudeste,MG,IGARATINGA,3651,2763
Nordeste,BA,IGRAPIUNA,1472,4729
Nordeste,AL,IGREJA NOVA,2944,9594
Sul,RS,IGREJINHA,14939,7210
Sudeste,RJ,IGUABA GRANDE,13766,6453
Nordeste,BA,IGUAI,4155,9064
Sudeste,SP,IGUAPE,9454,6571
Sul,PR,IGUARACU,1917,1175
Nordeste,PE,IGUARACY,945,5738
Sudeste,MG,IGUATAMA,2275,2685
Centro-Oeste,MS,IGUATEMI,4540,2916
Nordeste,CE,IGUATU,10351,46013
Sul,PR,IGUATU,775,863
Sudeste,MG,IJACI,2051,2260
Sul,RS,IJUI,30188,21301
Sudeste,SP,ILHA COMPRIDA,4709,3593
Nordeste,SE,ILHA DAS FLORES,1111,3910
Nordeste,PE,ILHA DE ITAMARACA,3719,9700
Nordeste,PI,ILHA GRANDE,1256,5493
Sudeste,SP,ILHA SOLTEIRA,8205,6442
Sudeste,SP,ILHABELA,12076,9596
Nordeste,BA,ILHEUS,38528,60653
Sul,SC,ILHOTA,6928,2049
Sudeste,MG,ILICINEA,3768,3968
Sul,RS,ILOPOLIS,2231,659
Nordeste,PB,IMACULADA,818,5445
Sul,SC,IMARUI,4072,3460
Sul,PR,IMBAU,3251,3439
Sul,RS,IMBE,8625,6292
Sudeste,MG,IMBE DE MINAS,1798,2466
Sul,SC,IMBITUBA,17277,12178
Sul,PR,IMBITUVA,11825,6854
Sul,SC,IMBUIA,3140,1079
Sul,RS,IMIGRANTE,1384,697
Nordeste,MA,IMPERATRIZ,79356,65476
Sul,PR,INACIO MARTINS,2934,3493
Centro-Oeste,GO,INACIOLANDIA,1444,2097
Nordeste,PE,INAJA,1021,9502
Sul,PR,INAJA,738,1110
Sudeste,MG,INCONFIDENTES,2888,2182
Sudeste,MG,INDAIABIRA,1846,2431
Sul,SC,INDAIAL,30063,8038
Sudeste,SP,INDAIATUBA,91937,51345
Sul,RS,INDEPENDENCIA,2796,1753
Nordeste,CE,INDEPENDENCIA,3938,11897
Sudeste,SP,INDIANA,2024,1191
Sudeste,MG,INDIANOPOLIS,1756,2091
Sul,PR,INDIANOPOLIS,1878,1131
Sudeste,SP,INDIAPORA,1214,1189
Centro-Oeste,GO,INDIARA,4541,4370
Nordeste,SE,INDIAROBA,1756,7646
Centro-Oeste,MT,INDIAVAI,829,620
Nordeste,PB,INGA,3330,7941
Sudeste,MG,INGAI,847,1209
Nordeste,PE,INGAZEIRA,401,2859
Sul,RS,INHACORA,762,775
Nordeste,BA,INHAMBUPE,4181,16147
Norte,PA,INHANGAPI,2704,4584
Nordeste,AL,INHAPI,1387,7228
Sudeste,MG,INHAPIM,8119,6764
Sudeste,MG,INHAUMA,2178,2356
Nordeste,PI,INHUMA,1646,8009
Centro-Oeste,GO,INHUMAS,17182,13964
Sudeste,MG,INIMUTABA,1837,2775
Centro-Oeste,MS,INOCENCIA,2529,1809
Sudeste,SP,INUBIA PAULISTA,1753,668
Sul,SC,IOMERE,1779,544
Sudeste,MG,IPABA,5013,4878
Centro-Oeste,GO,IPAMERI,8329,7028
Sudeste,MG,IPANEMA,5662,5611
Nordeste,RN,IPANGUACU,1840,8258
Nordeste,CE,IPAPORANGA,1457,6194
Sudeste,MG,IPATINGA,89030,47691
Nordeste,CE,IPAUMIRIM,1150,6113
Sudeste,SP,IPAUSSU,4888,3009
Sul,RS,IPE,3509,1017
Nordeste,BA,IPECAETA,1861,8848
Sudeste,SP,IPERO,8039,7427
Sudeste,SP,IPEUNA,2972,1261
Sudeste,MG,IPIACU,1063,1687
Nordeste,BA,IPIAU,7799,15800
Sudeste,SP,IPIGUA,2311,1010
Nordeste,BA,IPIRA,6860,27996
Sul,SC,IPIRA,1869,1294
Sul,PR,IPIRANGA,6130,3156
Centro-Oeste,GO,IPIRANGA DE GOIAS,1368,1008
Centro-Oeste,MT,IPIRANGA DO NORTE,2796,968
Nordeste,PI,IPIRANGA DO PIAUI,675,5159
Sul,RS,IPIRANGA DO SUL,1320,358
Norte,AM,IPIXUNA,2264,4833
Norte,PA,IPIXUNA DO PARA,5772,11127
Nordeste,PE,IPOJUCA,17518,45488
Centro-Oeste,GO,IPORA,11960,7796
Sul,PR,IPORA,5945,3214
Sul,SC,IPORA DO OESTE,4201,1891
Sudeste,SP,IPORANGA,1008,1345
Nordeste,CE,IPU,4923,20404
Sudeste,SP,IPUA,4066,4819
Sul,SC,IPUACU,1499,3010
Nordeste,PE,IPUBI,2692,13295
Nordeste,RN,IPUEIRA,341,1316
Nordeste,CE,IPUEIRAS,4876,17858
Norte,TO,IPUEIRAS,353,950
Sudeste,MG,IPUIUNA,3446,2790
Sul,SC,IPUMIRIM,2788,2219
Nordeste,BA,IPUPIARA,2067,4513
Exterior,ZZ,IQUITOS,0,0
Norte,RR,IRACEMA,2980,1258
Nordeste,CE,IRACEMA,1542,7408
Sul,PR,IRACEMA DO OESTE,952,916
Sudeste,SP,IRACEMAPOLIS,9790,4454
Sul,SC,IRACEMINHA,2183,874
Sul,RS,IRAI,2342,2365
Sudeste,MG,IRAI DE MINAS,2734,2237
Nordeste,BA,IRAJUBA,767,3177
Nordeste,BA,IRAMAIA,1308,4992
Norte,AM,IRANDUBA,12590,15304
Sul,SC,IRANI,3936,2316
Sudeste,SP,IRAPUA,3017,1176
Sudeste,SP,IRAPURU,2171,1407
Nordeste,BA,IRAQUARA,1511,13222
Nordeste,BA,IRARA,3731,14700
Sul,SC,IRATI,846,846
Sul,PR,IRATI,22388,14365
Nordeste,CE,IRAUCUBA,2738,12352
Nordeste,BA,IRECE,11104,27983
Sul,PR,IRETAMA,2737,3231
Sul,SC,IRINEOPOLIS,4194,2285
Norte,PA,IRITUIA,5029,14866
Sudeste,ES,IRUPI,5903,2350
Nordeste,PI,ISAIAS COELHO,384,4469
Exterior,ZZ,ISLAMABADE,0,0
Centro-Oeste,GO,ISRAELANDIA,1091,1016
Exterior,ZZ,ISTAMBUL,44,76
Sul,SC,ITA,2658,2162
Sul,RS,ITAARA,1966,1512
Nordeste,PB,ITABAIANA,5456,9375
Nordeste,SE,ITABAIANA,21361,35632
Nordeste,SE,ITABAIANINHA,8720,15753
Nordeste,BA,ITABELA,5956,9849
Sudeste,SP,ITABERA,5754,5023
Nordeste,BA,ITABERABA,9681,27532
Centro-Oeste,GO,ITABERAI,12965,11329
Nordeste,SE,ITABI,893,2565
Sudeste,MG,ITABIRA,32928,38302
Sudeste,MG,ITABIRINHA,2938,3154
Sudeste,MG,ITABIRITO,14833,17931
Sudeste,RJ,ITABORAI,76938,55866
Nordeste,BA,ITABUNA,52768,59332
Norte,TO,ITACAJA,1503,2655
Sudeste,MG,ITACAMBIRA,666,2644
Sudeste,MG,ITACARAMBI,2638,6405
Nordeste,BA,ITACARE,3532,9902
Norte,AM,ITACOATIARA,17807,31621
Nordeste,PE,ITACURUBA,412,2829
Sul,RS,ITACURUBI,1008,1035
Nordeste,BA,ITAETE,2263,5576
Nordeste,BA,ITAGI,2335,4857
Nordeste,BA,ITAGIBA,2779,5967
Nordeste,BA,ITAGIMIRIM,1262,2853
Sudeste,ES,ITAGUACU,4824,3701
Nordeste,BA,ITAGUACU DA BAHIA,1221,6826
Sudeste,RJ,ITAGUAI,45882,25434
Sul,PR,ITAGUAJE,1268,1444
Sudeste,MG,ITAGUARA,4541,3849
Centro-Oeste,GO,ITAGUARI,1852,2019
Centro-Oeste,GO,ITAGUARU,1993,2288
Norte,TO,ITAGUATINS,1080,2249
Sudeste,SP,ITAI,6333,6629
Nordeste,PE,ITAIBA,2199,11629
Nordeste,CE,ITAICABA,1619,4029
Nordeste,PI,ITAINOPOLIS,1256,6314
Sul,SC,ITAIOPOLIS,9974,3402
Nordeste,MA,ITAIPAVA DO GRAJAU,1735,5768
Sudeste,MG,ITAIPE,1852,4041
Sul,PR,ITAIPULANDIA,4723,2882
Nordeste,CE,ITAITINGA,8733,16483
Norte,PA,ITAITUBA,35796,21526
Nordeste,RN,ITAJA,1379,3694
Centro-Oeste,GO,ITAJA,1678,1091
Sul,SC,ITAJAI,97531,36138
Sudeste,SP,ITAJOBI,7145,2497
Sudeste,SP,ITAJU,1442,849
Nordeste,BA,ITAJU DO COLONIA,1541,2206
Sudeste,MG,ITAJUBA,36611,19299
Nordeste,BA,ITAJUIPE,3872,8308
Sudeste,RJ,ITALVA,5676,3073
Nordeste,BA,ITAMARAJU,16841,16983
Sudeste,MG,ITAMARANDIBA,6969,11656
Norte,AM,ITAMARATI,1106,3678
Sudeste,MG,ITAMARATI DE MINAS,1099,1722
Nordeste,BA,ITAMARI,1395,3124
Sudeste,MG,ITAMBACURI,3862,8030
Sul,PR,ITAMBARACA,2374,1492
Nordeste,PE,ITAMBE,5122,13209
Nordeste,BA,ITAMBE,3951,9824
Sul,PR,ITAMBE,2434,1658
Sudeste,MG,ITAMBE DO MATO DENTRO,610,1320
Sudeste,MG,ITAMOGI,3725,3196
Sudeste,MG,ITAMONTE,5655,3662
Nordeste,BA,ITANAGRA,768,3621
Sudeste,SP,ITANHAEM,31700,25948
Sudeste,MG,ITANHANDU,5221,4431
Centro-Oeste,MT,ITANHANGA,3185,755
Nordeste,BA,ITANHEM,3874,7003
Sudeste,MG,ITANHOMI,2940,3758
Sudeste,MG,ITAOBIM,4597,6693
Sudeste,SP,ITAOCA,924,1179
Sudeste,RJ,ITAOCARA,10047,5337
Centro-Oeste,GO,ITAPACI,5864,5724
Sudeste,MG,ITAPAGIPE,4226,3599
Nordeste,CE,ITAPAJE,10782,20562
Nordeste,BA,ITAPARICA,2834,11267
Nordeste,BA,ITAPE,2112,4073
Nordeste,BA,ITAPEBI,1363,4137
Sudeste,MG,ITAPECERICA,6519,7586
Sudeste,SP,ITAPECERICA DA SERRA,39226,53188
Nordeste,MA,ITAPECURU MIRIM,6812,26603
Sul,PR,ITAPEJARA D'OESTE,3633,3816
Sul,SC,ITAPEMA,29868,9269
Sudeste,ES,ITAPEMIRIM,18496,8504
Sul,PR,ITAPERUCU,6729,10312
Sudeste,RJ,ITAPERUNA,36755,19567
Nordeste,PE,ITAPETIM,1594,7400
Nordeste,BA,ITAPETINGA,17204,19427
Sudeste,SP,ITAPETININGA,58297,28371
Sudeste,MG,ITAPEVA,4029,2475
Sudeste,SP,ITAPEVA,32952,19273
Sudeste,SP,ITAPEVI,53526,68686
Nordeste,BA,ITAPICURU,2749,14442
Nordeste,CE,ITAPIPOCA,17238,59133
Sudeste,SP,ITAPIRA,28124,13633
Sul,SC,ITAPIRANGA,7199,2880
Norte,AM,ITAPIRANGA,2457,3538
Centro-Oeste,GO,ITAPIRAPUA,2453,2643
Sudeste,SP,ITAPIRAPUA PAULISTA,1088,1416
Norte,TO,ITAPIRATINS,890,1608
Nordeste,PE,ITAPISSUMA,4271,11005
Nordeste,BA,ITAPITANGA,1165,3297
Nordeste,CE,ITAPIUNA,2888,9375
Sul,SC,ITAPOA,9373,4073
Sudeste,SP,ITAPOLIS,15807,6854
Centro-Oeste,MS,ITAPORA,6974,3964
Norte,TO,ITAPORA DO TOCANTINS,816,979
Sudeste,SP,ITAPORANGA,4860,3487
Nordeste,PB,ITAPORANGA,2846,9703
Nordeste,SE,ITAPORANGA D'AJUDA,6130,14777
Nordeste,PB,ITAPOROROCA,2470,7653
Norte,RO,ITAPUA DO OESTE,2736,1642
Sul,RS,ITAPUCA,874,553
Sudeste,SP,ITAPUI,4360,3092
Sudeste,SP,ITAPURA,692,1807
Centro-Oeste,GO,ITAPURANGA,9129,8134
Sudeste,SP,ITAQUAQUECETUBA,87164,99364
Nordeste,BA,ITAQUARA,1120,3615
Sul,RS,ITAQUI,10523,8901
Centro-Oeste,MS,ITAQUIRAI,4497,5198
Nordeste,PE,ITAQUITINGA,3170,6867
Sudeste,ES,ITARANA,4569,2521
Nordeste,BA,ITARANTIM,3926,6171
Sudeste,SP,ITARARE,16112,9264
Nordeste,CE,ITAREMA,8404,16026
Sudeste,SP,ITARIRI,4042,2573
Centro-Oeste,GO,ITARUMA,1718,1525
Sul,RS,ITATI,1494,1127
Sudeste,RJ,ITATIAIA,11288,8278
Sudeste,MG,ITATIAIUCU,4815,3225
Sudeste,SP,ITATIBA,43044,21593
Sul,RS,ITATIBA DO SUL,1186,1683
Nordeste,BA,ITATIM,2643,6974
Sudeste,SP,ITATINGA,6165,4215
Nordeste,CE,ITATIRA,2273,11401
Nordeste,PB,ITATUBA,1635,4883
Nordeste,RN,ITAU,826,3053
Sudeste,MG,ITAU DE MINAS,5266,3722
Centro-Oeste,MT,ITAUBA,2057,928
Norte,AP,ITAUBAL,2047,2366
Centro-Oeste,GO,ITAUCU,3123,2633
Nordeste,PI,ITAUEIRA,1330,5292
Sudeste,MG,ITAUNA,36985,18682
Sul,PR,ITAUNA DO SUL,800,1347
Sudeste,MG,ITAVERAVA,1719,2789
Sudeste,MG,ITINGA,1668,5944
Nordeste,MA,ITINGA DO MARANHAO,6221,7017
Centro-Oeste,MT,ITIQUIRA,3954,2518
Sudeste,SP,ITIRAPINA,4461,3090
Sudeste,SP,ITIRAPUA,1714,2042
Nordeste,BA,ITIRUCU,1740,5074
Nordeste,BA,ITIUBA,5363,15313
Sudeste,SP,ITOBI,2589,2034
Nordeste,BA,ITORORO,4115,7735
Sudeste,SP,ITU,60031,33624
Nordeste,BA,ITUACU,3456,8482
Nordeste,BA,ITUBERA,4671,7777
Sudeste,MG,ITUETA,2483,1424
Sudeste,MG,ITUIUTABA,25687,32408
Centro-Oeste,GO,ITUMBIARA,33470,23248
Sudeste,MG,ITUMIRIM,2034,2535
Sudeste,SP,ITUPEVA,21512,12525
Norte,PA,ITUPIRANGA,9058,13904
Sul,SC,ITUPORANGA,12643,3374
Sudeste,MG,ITURAMA,10602,12032
Sudeste,MG,ITUTINGA,1066,1807
Sudeste,SP,ITUVERAVA,12759,8399
Nordeste,BA,IUIU,1225,5342
Sudeste,ES,IUNA,10893,4692
Sul,PR,IVAI,5218,3403
Sul,PR,IVAIPORA,11012,8303
Sul,PR,IVATE,2427,2038
Sul,PR,IVATUBA,1266,763
Centro-Oeste,MS,IVINHEMA,9454,5950
Centro-Oeste,GO,IVOLANDIA,1060,1038
Sul,RS,IVORA,730,704
Sul,RS,IVOTI,10110,4009
Nordeste,PE,JABOATAO DOS GUARARAPES,161952,204012
Sul,SC,JABORA,2317,920
Nordeste,BA,JABORANDI,1589,5236
Sudeste,SP,JABORANDI,2102,1958
Sul,PR,JABOTI,2034,1414
Sul,RS,JABOTICABA,1302,1309
Sudeste,SP,JABOTICABAL,25232,14085
Sudeste,MG,JABOTICATUBAS,5490,6176
Nordeste,RN,JACANA,1098,3632
Nordeste,BA,JACARACI,1550,7016
Nordeste,PB,JACARAU,2822,7078
Nordeste,AL,JACARE DOS HOMENS,651,2788
Norte,PA,JACAREACANGA,3982,4503
Sudeste,SP,JACAREI,83006,49573
Sul,PR,JACAREZINHO,12130,11239
Exterior,ZZ,JACARTA,32,15
Sudeste,SP,JACI,2637,1777
Centro-Oeste,MT,JACIARA,10513,4965
Sudeste,MG,JACINTO,2069,4265
Sul,SC,JACINTO MACHADO,5573,1845
Nordeste,BA,JACOBINA,12073,33363
Nordeste,PI,JACOBINA DO PIAUI,577,3606
Sudeste,MG,JACUI,3323,1391
Nordeste,AL,JACUIPE,1050,2722
Sul,RS,JACUIZINHO,729,898
Norte,PA,JACUNDA,10431,13198
Sudeste,SP,JACUPIRANGA,6274,2981
Sudeste,MG,JACUTINGA,10464,4011
Sul,RS,JACUTINGA,1570,881
Sul,PR,JAGUAPITA,5127,3037
Nordeste,BA,JAGUAQUARA,7814,17953
Sudeste,MG,JAGUARACU,1281,1174
Sul,RS,JAGUARAO,6414,8715
Nordeste,BA,JAGUARARI,3942,12791
Sudeste,ES,JAGUARE,6826,9803
Nordeste,CE,JAGUARETAMA,1940,9960
Sul,RS,JAGUARI,3929,3044
Sul,PR,JAGUARIAIVA,13193,7196
Nordeste,CE,JAGUARIBARA,1287,5508
Nordeste,CE,JAGUARIBE,4151,17789
Nordeste,BA,JAGUARIPE,2007,9077
Sudeste,SP,JAGUARIUNA,21568,11811
Nordeste,CE,JAGUARUANA,6922,15108
Sul,SC,JAGUARUNA,8893,3275
Sudeste,MG,JAIBA,7421,11430
Nordeste,PI,JAICOS,1614,8170
Sudeste,SP,JALES,19385,9037
Sudeste,SP,JAMBEIRO,2311,1459
Sudeste,MG,JAMPRUCA,871,2086
Sudeste,MG,JANAUBA,17712,22182
Centro-Oeste,GO,JANDAIA,2704,1907
Sul,PR,JANDAIA DO SUL,9247,4014
Nordeste,RN,JANDAIRA,1236,3269
Nordeste,BA,JANDAIRA,1039,5066
Sudeste,SP,JANDIRA,29948,30942
Nordeste,RN,JANDUIS,628,2795
Centro-Oeste,MT,JANGADA,2115,2991
Sul,PR,JANIOPOLIS,1912,1860
Sudeste,MG,JANUARIA,8405,26063
Sudeste,MG,JAPARAIBA,1490,1327
Nordeste,AL,JAPARATINGA,2766,2300
Nordeste,SE,JAPARATUBA,2559,7923
Sudeste,RJ,JAPERI,32666,23369
Nordeste,RN,JAPI,740,3559
Sul,PR,JAPIRA,1491,1450
Nordeste,SE,JAPOATA,1949,6340
Sudeste,MG,JAPONVAR,1185,4639
Centro-Oeste,MS,JAPORA,1231,3092
Norte,AM,JAPURA,1128,1774
Sul,PR,JAPURA,4057,1760
Nordeste,PE,JAQUEIRA,1697,4961
Sul,RS,JAQUIRANA,1400,1239
Centro-Oeste,GO,JARAGUA,17449,8001
Sul,SC,JARAGUA DO SUL,80164,23843
Centro-Oeste,MS,JARAGUARI,1934,1835
Nordeste,AL,JARAMATAIA,760,2802
Nordeste,CE,JARDIM,2444,14126
Centro-Oeste,MS,JARDIM,8058,4772
Sul,PR,JARDIM ALEGRE,3933,3385
Nordeste,RN,JARDIM DE ANGICOS,464,1736
Nordeste,RN,JARDIM DE PIRANHAS,1481,7185
Nordeste,PI,JARDIM DO MULATO,704,2598
Nordeste,RN,JARDIM DO SERIDO,2574,5578
