regiao,estado,municipio,populacao,casosAcumulado,obitosAcumulado
Centro-Oeste,GO,CAMPESTRE DE GOIAS,3630,1422,16
Nordeste,MA,CAMPESTRE DO MARANHAO,14374,1727,48
Sul,PR,CAMPINA DA LAGOA,14202,3813,66
Sul,RS,CAMPINA DAS MISSOES,5474,1473,12
Sudeste,SP,CAMPINA DO MONTE ALEGRE,6024,636,29
Sul,PR,CAMPINA DO SIMAO,3887,631,16
Nordeste,PB,CAMPINA GRANDE,409731,69158,1258
Sul,PR,CAMPINA GRANDE DO SUL,43288,11410,183
Sudeste,MG,CAMPINA VERDE,19745,3881,42
Centro-Oeste,GO,CAMPINACU,3640,416,10
Centro-Oeste,MT,CAMPINAPOLIS,15980,3257,54
Sudeste,SP,CAMPINAS,1204073,212476,5370
Nordeste,PI,CAMPINAS DO PIAUI,5613,263,2
Sul,RS,CAMPINAS DO SUL,5454,1830,8
Centro-Oeste,GO,CAMPINORTE,12626,3208,46
Nordeste,AL,CAMPO ALEGRE,57063,3399,87
Sul,SC,CAMPO ALEGRE,11978,2521,45
Centro-Oeste,GO,CAMPO ALEGRE DE GOIAS,7589,753,27
Nordeste,BA,CAMPO ALEGRE DE LOURDES,28798,1318,40
Nordeste,PI,CAMPO ALEGRE DO FIDALGO,5045,597,3
Sudeste,MG,CAMPO AZUL,3817,570,0
Sudeste,MG,CAMPO BELO,54029,18081,252
Sul,SC,CAMPO BELO DO SUL,7016,1245,23
Sul,RS,CAMPO BOM,66712,20482,294
Sul,PR,CAMPO BONITO,3833,662,16
Nordeste,SE,CAMPO DO BRITO,18109,2856,30
Sudeste,MG,CAMPO DO MEIO,11655,2772,21
Sul,PR,CAMPO DO TENENTE,7971,748,20
Sul,SC,CAMPO ERE,8526,2392,24
Sudeste,MG,CAMPO FLORIDO,8151,1783,19
Nordeste,BA,CAMPO FORMOSO,71206,6872,85
Nordeste,RN,CAMPO GRANDE,9655,760,15
Centro-Oeste,MS,CAMPO GRANDE,895982,210808,4646
Nordeste,AL,CAMPO GRANDE,9558,677,11
Nordeste,PI,CAMPO GRANDE DO PIAUI,5943,519,11
Sul,PR,CAMPO LARGO,132002,36811,526
Nordeste,PI,CAMPO LARGO DO PIAUI,7279,521,8
Centro-Oeste,GO,CAMPO LIMPO DE GOIAS,7789,1159,23
Sudeste,SP,CAMPO LIMPO PAULISTA,84650,10323,315
Sul,PR,CAMPO MAGRO,29318,5445,95
Nordeste,PI,CAMPO MAIOR,46833,7157,180
Sul,PR,CAMPO MOURAO,94859,31931,398
Sul,RS,CAMPO NOVO,4484,1419,24
Norte,RO,CAMPO NOVO DE RONDONIA,14139,3783,29
Centro-Oeste,MT,CAMPO NOVO DO PARECIS,35360,12446,106
Nordeste,RN,CAMPO REDONDO,11217,1240,16
Centro-Oeste,MT,CAMPO VERDE,44041,10101,155
Sudeste,MG,CAMPOS ALTOS,15461,2848,31
Centro-Oeste,GO,CAMPOS BELOS,19887,6136,38
Sul,RS,CAMPOS BORGES,3320,1011,13
Centro-Oeste,MT,CAMPOS DE JULIO,6891,1762,15
Sudeste,SP,CAMPOS DO JORDAO,52088,12337,161
Sudeste,RJ,CAMPOS DOS GOYTACAZES,507548,56777,2358
Sudeste,MG,CAMPOS GERAIS,28774,5988,50
Norte,TO,CAMPOS LINDOS,10116,651,6
Sul,SC,CAMPOS NOVOS,36244,9442,141
Sudeste,SP,CAMPOS NOVOS PAULISTA,4965,325,14
Nordeste,CE,CAMPOS SALES,27426,4227,51
Centro-Oeste,GO,CAMPOS VERDES,2141,1393,18
Nordeste,PE,CAMUTANGA,8551,1369,26
Sudeste,MG,CANA VERDE,5603,679,11
Sudeste,MG,CANAA,4563,906,5
Norte,PA,CANAA DOS CARAJAS,37085,11432,138
Centro-Oeste,MT,CANABRAVA DO NORTE,4743,1093,15
Sudeste,SP,CANANEIA,12540,2365,37
Nordeste,AL,CANAPI,17722,715,16
Sudeste,MG,CANAPOLIS,12150,2956,35
Nordeste,BA,CANAPOLIS,9711,960,10
Nordeste,BA,CANARANA,26176,1850,45
Centro-Oeste,MT,CANARANA,21579,7228,86
Sudeste,SP,CANAS,5138,241,9
Nordeste,PI,CANAVIEIRA,3950,472,7
Nordeste,BA,CANAVIEIRAS,31099,1756,84
Nordeste,BA,CANDEAL,8258,860,7
Sudeste,MG,CANDEIAS,14886,2244,34
Nordeste,BA,CANDEIAS,87076,11095,208
Norte,RO,CANDEIAS DO JAMARI,26693,6233,86
Sul,RS,CANDELARIA,31365,6451,90
Nordeste,BA,CANDIBA,14319,1458,19
Sul,PR,CANDIDO DE ABREU,15018,3067,25
Sul,RS,CANDIDO GODOI,6198,1398,5
Nordeste,MA,CANDIDO MENDES,20178,114,8
Sudeste,SP,CANDIDO MOTA,31280,7897,188
Sudeste,SP,CANDIDO RODRIGUES,2793,151,8
Nordeste,BA,CANDIDO SALES,25189,2491,61
Sul,RS,CANDIOTA,9584,3325,18
Sul,PR,CANDOI,15979,3031,36
Sul,RS,CANELA,44998,12491,214
Sul,SC,CANELINHA,12240,2286,21
Nordeste,RN,CANGUARETAMA,34276,2827,51
Sul,RS,CANGUCU,56045,10775,131
Nordeste,SE,CANHOBA,4008,408,7
Nordeste,PE,CANHOTINHO,24804,1773,35
Nordeste,CE,CANINDE,76997,9035,230
Nordeste,SE,CANINDE DE SAO FRANCISCO,29900,3534,51
Sudeste,SP,CANITAR,5216,1602,29
Sul,RS,CANOAS,346616,97637,1902
Sul,SC,CANOINHAS,54401,11800,139
Nordeste,BA,CANSANCAO,34834,2266,47
Norte,RR,CANTA,18335,4416,47
Sudeste,RJ,CANTAGALO,20172,5747,37
Sudeste,MG,CANTAGALO,4525,618,8
Sul,PR,CANTAGALO,13317,2018,39
Nordeste,MA,CANTANHEDE,21995,1388,13
Nordeste,PI,CANTO DO BURITI,21187,1706,51
Nordeste,BA,CANUDOS,16668,1180,18
Sul,RS,CANUDOS DO VALE,1716,255,6
Norte,AM,CANUTAMA,15629,2073,11
Sul,PR,CAPANEMA,19124,5914,33
Norte,PA,CAPANEMA,69027,8025,137
Sul,SC,CAPAO ALTO,2525,412,3
Sudeste,SP,CAPAO BONITO,47138,10365,183
Sul,RS,CAPAO BONITO DO SUL,1654,741,6
Sul,RS,CAPAO DA CANOA,53049,21722,262
Sul,RS,CAPAO DO CIPO,3651,758,9
Sul,RS,CAPAO DO LEAO,25354,7333,104
Sudeste,MG,CAPARAO,5438,623,7
Nordeste,SE,CAPELA,34213,3335,46
Nordeste,AL,CAPELA,17053,1494,20
Sul,RS,CAPELA DE SANTANA,11940,2318,32
Sudeste,SP,CAPELA DO ALTO,20706,1725,49
Nordeste,BA,CAPELA DO ALTO ALEGRE,11637,1580,19
Sudeste,MG,CAPELA NOVA,4653,510,6
Sudeste,MG,CAPELINHA,37784,6382,36
Sudeste,MG,CAPETINGA,6920,1915,39
Nordeste,PB,CAPIM,6523,297,12
Sudeste,MG,CAPIM BRANCO,9754,1681,22
Nordeste,BA,CAPIM GROSSO,30662,4226,40
Sudeste,MG,CAPINOPOLIS,16173,4695,60
Sul,SC,CAPINZAL,22848,7573,57
Nordeste,MA,CAPINZAL DO NORTE,10934,645,9
Nordeste,CE,CAPISTRANO,17738,3221,38
Sul,RS,CAPITAO,2757,832,3
Sudeste,MG,CAPITAO ANDRADE,5468,1125,27
Nordeste,PI,CAPITAO DE CAMPOS,11417,855,31
Sudeste,MG,CAPITAO ENEAS,15234,2546,30
Nordeste,PI,CAPITAO GERVASIO OLIVEIRA,4100,146,11
Sul,PR,CAPITAO LEONIDAS MARQUES,15780,3545,33
Norte,PA,CAPITAO POCO,54303,3884,100
Sudeste,MG,CAPITOLIO,8632,3734,44
Sudeste,SP,CAPIVARI,55768,5956,185
Sul,SC,CAPIVARI DE BAIXO,24871,7090,100
Sul,RS,CAPIVARI DO SUL,4660,1891,10
Norte,AC,CAPIXABA,11733,1196,19
Nordeste,PE,CAPOEIRAS,20048,2286,28
Sudeste,MG,CAPUTIRA,9298,1741,23
Sul,RS,CARAA,8270,1374,28
Norte,RR,CARACARAI,21926,5582,63
Centro-Oeste,MS,CARACOL,6116,984,15
Nordeste,PI,CARACOL,10916,442,18
Sudeste,SP,CARAGUATATUBA,121532,36462,544
Sudeste,MG,CARAI,23685,1778,23
Nordeste,BA,CARAIBAS,8951,686,8
Sul,PR,CARAMBEI,23415,6684,81
Sudeste,MG,CARANAIBA,3183,341,4
Sudeste,MG,CARANDAI,25501,4153,59
Sudeste,MG,CARANGOLA,33000,6623,136
Sudeste,RJ,CARAPEBUS,16301,2902,19
Sudeste,SP,CARAPICUIBA,400927,39497,1277
Sudeste,MG,CARATINGA,92062,14185,330
Norte,AM,CARAUARI,28294,7941,59
Nordeste,PB,CARAUBAS,4162,568,6
Nordeste,RN,CARAUBAS,20493,4819,57
Nordeste,PI,CARAUBAS DO PIAUI,5868,196,12
Nordeste,BA,CARAVELAS,22016,2393,18
Sul,RS,CARAZINHO,62110,21733,312
Sudeste,MG,CARBONITA,9405,1509,9
Nordeste,BA,CARDEAL DA SILVA,9295,736,8
Sudeste,SP,CARDOSO,12326,3559,72
Sudeste,RJ,CARDOSO MOREIRA,12823,2584,23
Sudeste,MG,CAREACU,6757,1298,17
Norte,AM,CAREIRO,37869,6595,90
Norte,AM,CAREIRO DA VARZEA,30225,2337,28
Sudeste,ES,CARIACICA,381285,101891,1623
Nordeste,CE,CARIDADE,22547,2002,55
Nordeste,PI,CARIDADE DO PIAUI,5067,874,6
Nordeste,BA,CARINHANHA,29018,1809,35
Nordeste,SE,CARIRA,22082,2667,53
Nordeste,CE,CARIRE,18448,3814,53
Norte,TO,CARIRI DO TOCANTINS,4382,1843,18
Nordeste,CE,CARIRIACU,26965,2756,58
Nordeste,CE,CARIUS,18699,3208,33
Centro-Oeste,MT,CARLINDA,10305,3841,37
Sul,PR,CARLOPOLIS,14320,2088,53
Sul,RS,CARLOS BARBOSA,29833,8649,63
Sudeste,MG,CARLOS CHAGAS,18837,3883,38
Sul,RS,CARLOS GOMES,1377,234,1
Sudeste,MG,CARMESIA,2632,274,1
Sudeste,RJ,CARMO,18895,4185,58
Sudeste,MG,CARMO DA CACHOEIRA,12170,2042,25
Sudeste,MG,CARMO DA MATA,11476,1413,13
Sudeste,MG,CARMO DE MINAS,14859,1808,31
Sudeste,MG,CARMO DO CAJURU,22478,1557,63
Sudeste,MG,CARMO DO PARANAIBA,30329,5253,133
Sudeste,MG,CARMO DO RIO CLARO,21225,6316,79
Centro-Oeste,GO,CARMO DO RIO VERDE,10082,1471,35
Norte,TO,CARMOLANDIA,2580,634,6
Nordeste,SE,CARMOPOLIS,16634,1415,43
Sudeste,MG,CARMOPOLIS DE MINAS,19355,5525,64
Nordeste,PE,CARNAIBA,19551,4353,42
Nordeste,RN,CARNAUBA DOS DANTAS,8180,1079,10
Nordeste,RN,CARNAUBAIS,10759,1564,28
Nordeste,CE,CARNAUBAL,17606,3204,29
Nordeste,PE,CARNAUBEIRA DA PENHA,12932,2250,12
Sudeste,MG,CARNEIRINHO,10027,3737,55
Nordeste,AL,CARNEIROS,9081,480,11
Norte,RR,CAROEBE,10169,2364,21
Nordeste,MA,CAROLINA,24322,1362,28
Nordeste,PE,CARPINA,83641,9542,161
Sudeste,MG,CARRANCAS,4047,1202,10
Nordeste,PB,CARRAPATEIRA,2659,605,6
Norte,TO,CARRASCO BONITO,4095,898,7
Nordeste,PE,CARUARU,361118,63011,771
Nordeste,MA,CARUTAPERA,23807,1195,38
Sudeste,MG,CARVALHOPOLIS,3579,965,9
Sudeste,MG,CARVALHOS,4478,623,5
Sudeste,SP,CASA BRANCA,30380,6314,131
Sudeste,MG,CASA GRANDE,2257,328,4
Nordeste,BA,CASA NOVA,71969,3502,81
Sul,RS,CASCA,9031,2280,22
Sudeste,MG,CASCALHO RICO,3075,747,4
Sul,PR,CASCAVEL,328454,86024,1284
Nordeste,CE,CASCAVEL,71743,12984,173
Norte,TO,CASEARA,5369,700,14
Sul,RS,CASEIROS,3202,653,16
Sudeste,RJ,CASIMIRO DE ABREU,44184,8582,166
Nordeste,PE,CASINHAS,14341,774,14
Nordeste,PB,CASSERENGUE,7468,1422,23
Sudeste,MG,CASSIA,17740,3364,72
Sudeste,SP,CASSIA DOS COQUEIROS,2523,258,4
Centro-Oeste,MS,CASSILANDIA,21939,5803,113
Norte,PA,CASTANHAL,200793,18125,571
Centro-Oeste,MT,CASTANHEIRA,8729,1896,31
Norte,RO,CASTANHEIRAS,3052,512,10
Centro-Oeste,GO,CASTELANDIA,3435,673,16
Sudeste,ES,CASTELO,37534,14930,151
Nordeste,PI,CASTELO DO PIAUI,19716,2539,41
Sudeste,SP,CASTILHO,21006,4593,101
Sul,PR,CASTRO,71484,20069,278
Nordeste,BA,CASTRO ALVES,26264,3009,45
Sudeste,MG,CATAGUASES,75123,16809,298
Centro-Oeste,GO,CATALAO,108823,27837,458
Sudeste,SP,CATANDUVA,121862,36513,732
Sul,PR,CATANDUVAS,10189,2227,24
Sul,SC,CATANDUVAS,10861,3308,35
Nordeste,CE,CATARINA,20698,1357,20
Sudeste,MG,CATAS ALTAS,5376,860,13
Sudeste,MG,CATAS ALTAS DA NORUEGA,3641,360,5
Nordeste,PE,CATENDE,42892,2195,77
Sudeste,SP,CATIGUA,7804,928,43
Nordeste,PB,CATINGUEIRA,4932,367,11
Nordeste,BA,CATOLANDIA,3577,446,1
Nordeste,PB,CATOLE DO ROCHA,30546,9532,67
Nordeste,BA,CATU,54704,9139,112
Sul,RS,CATUIPE,8774,1972,33
Sudeste,MG,CATUJI,6311,842,9
Nordeste,CE,CATUNDA,10342,2409,21
Centro-Oeste,GO,CATURAI,5070,1657,24
Nordeste,BA,CATURAMA,9329,284,11
Nordeste,PB,CATURITE,4852,944,9
Sudeste,MG,CATUTI,4986,532,5
Nordeste,CE,CAUCAIA,361400,35297,1075
Centro-Oeste,GO,CAVALCANTE,9709,1297,7
Sudeste,MG,CAXAMBU,21656,4276,68
Sul,SC,CAXAMBU DO SUL,3642,1239,14
Nordeste,MA,CAXIAS,164880,18275,371
Sul,RS,CAXIAS DO SUL,510906,166215,1686
Nordeste,PI,CAXINGO,5424,159,2
Nordeste,RN,CEARA-MIRIM,73497,6408,147
Nordeste,MA,CEDRAL,10675,262,5
Sudeste,SP,CEDRAL,9237,3482,41
Nordeste,CE,CEDRO,25557,5339,47
Nordeste,PE,CEDRO,11807,3606,23
Nordeste,SE,CEDRO DE SAO JOAO,5897,1282,22
Sudeste,MG,CEDRO DO ABAETE,1164,173,1
Sul,SC,CELSO RAMOS,2728,1013,8
Norte,TO,CENTENARIO,2905,611,7
Sul,RS,CENTENARIO,2891,390,4
Sul,PR,CENTENARIO DO SUL,10827,2571,41
Nordeste,BA,CENTRAL,17266,1479,20
Sudeste,MG,CENTRAL DE MINAS,7032,747,38
Nordeste,MA,CENTRAL DO MARANHAO,8673,45,2
Sudeste,MG,CENTRALINA,10350,2058,53
Nordeste,MA,CENTRO DO GUILHERME,13458,509,5
Nordeste,MA,CENTRO NOVO DO MARANHAO,21622,1177,14
Norte,RO,CEREJEIRAS,16323,6555,74
Centro-Oeste,GO,CERES,22191,8012,124
Sudeste,SP,CERQUEIRA CESAR,19985,4196,60
Sudeste,SP,CERQUILHO,48949,15176,175
Sul,RS,CERRITO,6091,985,15
Sul,PR,CERRO AZUL,17779,2314,56
Sul,RS,CERRO BRANCO,4691,727,7
Nordeste,RN,CERRO CORA,11179,1336,16
Sul,RS,CERRO GRANDE,2311,438,7
Sul,RS,CERRO GRANDE DO SUL,12239,1333,28
