regiao,estado,municipio,votos_Bolsonaro,votos_Haddad
Centro-Oeste,GO,BELA VISTA DE GOIAS,10089,4976
Sudeste,MG,BELA VISTA DE MINAS,2374,2997
Nordeste,MA,BELA VISTA DO MARANHAO,1026,5266
Sul,PR,BELA VISTA DO PARAISO,6183,3170
Nordeste,PI,BELA VISTA DO PIAUI,155,2607
Sul,SC,BELA VISTA DO TOLDO,2508,1324
Nordeste,MA,BELAGUA,295,4358
Norte,PA,BELEM,427982,351193
Nordeste,PB,BELEM,2904,6815
Nordeste,AL,BELEM,684,2511
Nordeste,PE,BELEM DE MARIA,1356,4917
Nordeste,PB,BELEM DO BREJO DO CRUZ,949,2964
Nordeste,PI,BELEM DO PIAUI,235,1970
Nordeste,PE,BELEM DO SAO FRANCISCO,1341,9946
Sudeste,RJ,BELFORD ROXO,153078,69174
Exterior,ZZ,BELGRADO,10,16
Sudeste,MG,BELMIRO BRAGA,719,1368
Sul,SC,BELMONTE,1049,792
Nordeste,BA,BELMONTE,2713,7351
Nordeste,BA,BELO CAMPO,2443,7092
Sudeste,MG,BELO HORIZONTE,901513,472887
Nordeste,PE,BELO JARDIM,12584,27616
Nordeste,AL,BELO MONTE,486,2928
Sudeste,MG,BELO ORIENTE,6702,5200
Sudeste,MG,BELO VALE,2705,2656
Norte,PA,BELTERRA,4663,5497
Nordeste,PI,BENEDITINOS,957,5941
Nordeste,MA,BENEDITO LEITE,439,2439
Sul,SC,BENEDITO NOVO,5685,736
Norte,PA,BENEVIDES,13337,16177
Norte,AM,BENJAMIN CONSTANT,2026,12275
Sul,RS,BENJAMIN CONSTANT DO SUL,518,971
Sudeste,SP,BENTO DE ABREU,1035,426
Nordeste,RN,BENTO FERNANDES,553,2940
Sul,RS,BENTO GONCALVES,56142,12741
Nordeste,MA,BEQUIMAO,1519,9026
Sudeste,MG,BERILO,1118,3534
Sudeste,MG,BERIZAL,647,1768
Exterior,ZZ,BERLIM,768,1832
Nordeste,PB,BERNARDINO BATISTA,263,1797
Sudeste,SP,BERNARDINO DE CAMPOS,4140,1386
Nordeste,MA,BERNARDO DO MEARIM,845,2645
Norte,TO,BERNARDO SAYAO,1100,1068
Sudeste,SP,BERTIOGA,18527,8884
Nordeste,PI,BERTOLINIA,634,2743
Sudeste,MG,BERTOPOLIS,796,1704
Norte,AM,BERURI,1831,5670
Nordeste,PE,BETANIA,508,5770
Nordeste,PI,BETANIA DO PIAUI,275,3696
Sudeste,MG,BETIM,122576,75026
Nordeste,PE,BEZERROS,8900,25082
Sudeste,MG,BIAS FORTES,681,1645
Sudeste,MG,BICAS,4066,3512
Sul,SC,BIGUACU,28061,9277
Sudeste,SP,BILAC,3764,852
Sudeste,MG,BIQUINHAS,934,746
Sudeste,SP,BIRIGUI,50564,10302
Sudeste,SP,BIRITIBA MIRIM,11348,3818
Nordeste,BA,BIRITINGA,877,8405
Exterior,ZZ,BISSAU,14,13
Sul,PR,BITURUNA,4087,5242
Sul,SC,BLUMENAU,162622,31090
Sul,PR,BOA ESPERANCA,2192,757
Sudeste,MG,BOA ESPERANCA,12864,7496
Sudeste,ES,BOA ESPERANCA,3690,3897
Sul,PR,BOA ESPERANCA DO IGUACU,584,1227
Sudeste,SP,BOA ESPERANCA DO SUL,3573,3013
Nordeste,PI,BOA HORA,630,3642
Nordeste,BA,BOA NOVA,889,6603
Nordeste,RN,BOA SAUDE,1482,3532
Nordeste,PB,BOA VENTURA,596,2936
Sul,PR,BOA VENTURA DE SAO ROQUE,1322,2486
Nordeste,CE,BOA VIAGEM,2900,25403
Nordeste,PB,BOA VISTA,1477,2960
Norte,RR,BOA VISTA,132361,36021
Sul,PR,BOA VISTA DA APARECIDA,2453,2348
Sul,RS,BOA VISTA DAS MISSOES,683,753
Sul,RS,BOA VISTA DO BURICA,2959,1441
Sul,RS,BOA VISTA DO CADEADO,1073,447
Nordeste,MA,BOA VISTA DO GURUPI,734,3038
Sul,RS,BOA VISTA DO INCRA,1012,633
Norte,AM,BOA VISTA DO RAMOS,808,6666
Sul,RS,BOA VISTA DO SUL,1612,396
Nordeste,BA,BOA VISTA DO TUPIM,2315,6496
Nordeste,AL,BOCA DA MATA,4521,7788
Norte,AM,BOCA DO ACRE,6129,6782
Nordeste,PI,BOCAINA,772,3143
Sudeste,SP,BOCAINA,4892,1134
Sudeste,MG,BOCAINA DE MINAS,1600,1345
Sul,SC,BOCAINA DO SUL,1484,881
Sudeste,MG,BOCAIUVA,7772,15564
Sul,PR,BOCAIUVA DO SUL,4202,2543
Nordeste,RN,BODO,365,1842
Nordeste,PE,BODOCO,1629,16517
Centro-Oeste,MS,BODOQUENA,2332,1886
Sudeste,SP,BOFETE,3568,1338
Exterior,ZZ,BOGOTA,284,180
Sudeste,SP,BOITUVA,21746,6524
Nordeste,PE,BOM CONSELHO,4353,18763
Sudeste,MG,BOM DESPACHO,19194,6441
Nordeste,PE,BOM JARDIM,4837,16349
Sudeste,RJ,BOM JARDIM,9457,4304
Nordeste,MA,BOM JARDIM,3095,14225
Sul,SC,BOM JARDIM DA SERRA,1549,1060
Centro-Oeste,GO,BOM JARDIM DE GOIAS,2027,2600
Sudeste,MG,BOM JARDIM DE MINAS,2010,1948
Nordeste,RN,BOM JESUS,1755,3855
Sul,RS,BOM JESUS,3269,2538
Nordeste,PI,BOM JESUS,3864,9266
Nordeste,PB,BOM JESUS,189,1999
Sul,SC,BOM JESUS,953,899
Nordeste,BA,BOM JESUS DA LAPA,6165,24779
Sudeste,MG,BOM JESUS DA PENHA,1627,657
Nordeste,BA,BOM JESUS DA SERRA,534,4964
Nordeste,MA,BOM JESUS DAS SELVAS,3412,9651
Centro-Oeste,GO,BOM JESUS DE GOIAS,6665,4667
Sudeste,MG,BOM JESUS DO AMPARO,1401,1708
Centro-Oeste,MT,BOM JESUS DO ARAGUAIA,1523,1321
Sudeste,MG,BOM JESUS DO GALHO,3778,3754
Sudeste,RJ,BOM JESUS DO ITABAPOANA,12540,6634
Sudeste,ES,BOM JESUS DO NORTE,2903,2065
Sul,SC,BOM JESUS DO OESTE,941,551
Sul,PR,BOM JESUS DO SUL,1079,1686
Norte,TO,BOM JESUS DO TOCANTINS,877,1258
Norte,PA,BOM JESUS DO TOCANTINS,3058,4105
Sudeste,SP,BOM JESUS DOS PERDOES,8597,2769
Nordeste,MA,BOM LUGAR,1131,5541
Sul,RS,BOM PRINCIPIO,6741,1355
Nordeste,PI,BOM PRINCIPIO DO PIAUI,825,3544
Sul,RS,BOM PROGRESSO,804,800
Sudeste,MG,BOM REPOUSO,3621,2568
Sul,SC,BOM RETIRO,3216,1518
Sul,RS,BOM RETIRO DO SUL,5191,2073
Sudeste,MG,BOM SUCESSO,5548,3899
Nordeste,PB,BOM SUCESSO,307,2953
Sul,PR,BOM SUCESSO,2210,1714
Sudeste,SP,BOM SUCESSO DE ITARARE,1090,1095
Sul,PR,BOM SUCESSO DO SUL,1450,899
Sul,SC,BOMBINHAS,8189,1974
Norte,RR,BONFIM,3778,2797
Sudeste,MG,BONFIM,2415,2035
Nordeste,PI,BONFIM DO PIAUI,179,3241
Centro-Oeste,GO,BONFINOPOLIS,2563,1677
Sudeste,MG,BONFINOPOLIS DE MINAS,1267,1736
Nordeste,BA,BONINAL,1598,5100
Centro-Oeste,MS,BONITO,7096,4507
Nordeste,PE,BONITO,7438,14054
Nordeste,BA,BONITO,1225,7245
Norte,PA,BONITO,1816,6275
Sudeste,MG,BONITO DE MINAS,680,3741
Nordeste,PB,BONITO DE SANTA FE,1209,4273
Centro-Oeste,GO,BONOPOLIS,777,1234
Nordeste,PB,BOQUEIRAO,3292,7376
Sul,RS,BOQUEIRAO DO LEAO,2210,2022
Nordeste,PI,BOQUEIRAO DO PIAUI,413,3346
Nordeste,SE,BOQUIM,3847,10488
Nordeste,BA,BOQUIRA,873,10054
Sudeste,SP,BORA,525,234
Sudeste,SP,BORACEIA,1860,721
Norte,AM,BORBA,2238,10727
Sudeste,SP,BORBOREMA,5904,1420
Nordeste,PB,BORBOREMA,665,2476
Sudeste,MG,BORDA DA MATA,6615,2440
Sudeste,SP,BOREBI,1046,495
Sul,PR,BORRAZOPOLIS,2981,1776
Sul,RS,BOSSOROCA,1626,1894
Exterior,ZZ,BOSTON,11786,1827
Sudeste,MG,BOTELHOS,4289,4129
Sudeste,SP,BOTUCATU,52219,18725
Sudeste,MG,BOTUMIRIM,719,2278
Nordeste,BA,BOTUPORA,956,5404
Sul,SC,BOTUVERA,3087,449
Sul,RS,BOZANO,1264,622
Sul,SC,BRACO DO NORTE,16337,2413
Sul,SC,BRACO DO TROMBUDO,2166,303
Sul,RS,BRAGA,871,1190
Norte,PA,BRAGANCA,21245,36553
Sudeste,SP,BRAGANCA PAULISTA,67605,16995
Sul,PR,BRAGANEY,1831,1535
Nordeste,AL,BRANQUINHA,1160,3756
Sudeste,MG,BRAS PIRES,1166,1426
Norte,PA,BRASIL NOVO,6726,4132
Centro-Oeste,MS,BRASILANDIA,3719,1981
Sudeste,MG,BRASILANDIA DE MINAS,2976,4341
Sul,PR,BRASILANDIA DO SUL,1085,1155
Norte,TO,BRASILANDIA DO TOCANTINS,529,631
Norte,AC,BRASILEIA,8711,3208
Nordeste,PI,BRASILEIRA,705,4331
Centro-Oeste,DF,BRASILIA,1080411,463340
Sudeste,MG,BRASILIA DE MINAS,4982,10990
Centro-Oeste,MT,BRASNORTE,5097,2371
Exterior,ZZ,BRATISLAVA,26,15
Sudeste,SP,BRAUNA,2402,677
Sudeste,MG,BRAUNAS,1216,1356
Centro-Oeste,GO,BRAZABRANTES,1383,762
Sudeste,MG,BRAZOPOLIS,5836,2508
Nordeste,PE,BREJAO,1401,5569
Sudeste,ES,BREJETUBA,3247,2725
Nordeste,PE,BREJINHO,732,4174
Nordeste,RN,BREJINHO,2391,4675
Norte,TO,BREJINHO DE NAZARE,1135,1542
Nordeste,MA,BREJO,2663,13236
Sudeste,SP,BREJO ALEGRE,899,883
Nordeste,PE,BREJO DA MADRE DE DEUS,6442,15611
Nordeste,MA,BREJO DE AREIA,879,3969
Nordeste,PB,BREJO DO CRUZ,1889,4926
Nordeste,PI,BREJO DO PIAUI,235,2508
Nordeste,PB,BREJO DOS SANTOS,993,3193
Nordeste,SE,BREJO GRANDE,797,3536
Norte,PA,BREJO GRANDE DO ARAGUAIA,1602,2700
Nordeste,CE,BREJO SANTO,4703,21561
Nordeste,BA,BREJOES,1550,5247
Nordeste,BA,BREJOLANDIA,1221,3924
Norte,PA,BREU BRANCO,7772,11310
Norte,PA,BREVES,12011,25035
Centro-Oeste,GO,BRITANIA,1790,1221
Sul,RS,BROCHIER,2008,967
Sudeste,SP,BRODOWSKI,9157,2279
Sudeste,SP,BROTAS,9364,2373
Nordeste,BA,BROTAS DE MACAUBAS,1613,4502
Sudeste,MG,BRUMADINHO,12215,7164
Nordeste,BA,BRUMADO,12294,25911
Sul,SC,BRUNOPOLIS,1165,938
Sul,SC,BRUSQUE,59820,9095
Exterior,ZZ,BRUXELAS,1049,746
Exterior,ZZ,BUCARESTE,14,7
Exterior,ZZ,BUDAPESTE,56,54
Sudeste,MG,BUENO BRANDAO,4440,1535
Sudeste,MG,BUENOPOLIS,1870,2480
Nordeste,PE,BUENOS AIRES,1593,6516
Exterior,ZZ,BUENOS AIRES,1365,1566
Nordeste,BA,BUERAREMA,4698,3803
Sudeste,MG,BUGRE,1616,1020
Nordeste,PE,BUIQUE,2775,22579
Norte,AC,BUJARI,4676,1274
Norte,PA,BUJARU,3404,10347
Sudeste,SP,BURI,7390,2884
Sudeste,SP,BURITAMA,6252,2393
Nordeste,MA,BURITI,1608,12504
Centro-Oeste,GO,BURITI ALEGRE,3396,1907
Nordeste,MA,BURITI BRAVO,1470,10332
Centro-Oeste,GO,BURITI DE GOIAS,1419,584
Norte,TO,BURITI DO TOCANTINS,1539,3017
Nordeste,PI,BURITI DOS LOPES,2191,9979
Nordeste,PI,BURITI DOS MONTES,472,4006
Nordeste,MA,BURITICUPU,7300,21505
Centro-Oeste,GO,BURITINOPOLIS,917,1166
Nordeste,BA,BURITIRAMA,1958,8175
Nordeste,MA,BURITIRANA,2363,5179
Sudeste,MG,BURITIS,6521,5110
Norte,RO,BURITIS,11682,3417
Sudeste,SP,BURITIZAL,2047,545
Sudeste,MG,BURITIZEIRO,4703,6497
Sul,RS,BUTIA,5995,4631
Norte,AM,CAAPIRANGA,1387,3449
Nordeste,PB,CAAPORA,3602,8616
Centro-Oeste,MS,CAARAPO,9178,4961
Nordeste,BA,CAATIBA,1521,3030
Nordeste,PB,CABACEIRAS,1083,2284
Nordeste,BA,CABACEIRAS DO PARAGUACU,1214,7782
Sudeste,MG,CABECEIRA GRANDE,1957,1448
Centro-Oeste,GO,CABECEIRAS,1889,2275
Nordeste,PI,CABECEIRAS DO PIAUI,688,5733
Nordeste,PB,CABEDELO,17852,17190
Norte,RO,CABIXI,2142,1110
Nordeste,PE,CABO DE SANTO AGOSTINHO,36402,79320
Sudeste,RJ,CABO FRIO,74772,23520
Sudeste,MG,CABO VERDE,3367,3221
Sudeste,SP,CABRALIA PAULISTA,1376,932
Sudeste,SP,CABREUVA,17136,5680
Nordeste,PE,CABROBO,2468,14392
Sul,SC,CACADOR,24760,12277
Sudeste,SP,CACAPAVA,39663,9171
Sul,RS,CACAPAVA DO SUL,8113,8960
Norte,RO,CACAULANDIA,1967,694
Sul,RS,CACEQUI,2850,3290
Centro-Oeste,MT,CACERES,22961,19254
Nordeste,BA,CACHOEIRA,2874,14904
Centro-Oeste,GO,CACHOEIRA ALTA,2806,2448
Sudeste,MG,CACHOEIRA DA PRATA,1461,978
Centro-Oeste,GO,CACHOEIRA DE GOIAS,649,520
Sudeste,MG,CACHOEIRA DE MINAS,4859,1654
Sudeste,MG,CACHOEIRA DE PAJEU,1403,2698
Norte,PA,CACHOEIRA DO ARARI,1908,9055
Norte,PA,CACHOEIRA DO PIRIA,1720,6460
Sul,RS,CACHOEIRA DO SUL,30445,15395
Nordeste,PB,CACHOEIRA DOS INDIOS,655,5011
Centro-Oeste,GO,CACHOEIRA DOURADA,2146,2563
Sudeste,MG,CACHOEIRA DOURADA,515,956
Nordeste,MA,CACHOEIRA GRANDE,531,4284
Sudeste,SP,CACHOEIRA PAULISTA,12126,4652
Sudeste,RJ,CACHOEIRAS DE MACACU,20042,9565
Nordeste,PE,CACHOEIRINHA,2734,8346
Sul,RS,CACHOEIRINHA,51143,22310
Norte,TO,CACHOEIRINHA,365,827
Sudeste,ES,CACHOEIRO DE ITAPEMIRIM,75462,24792
Nordeste,PB,CACIMBA DE AREIA,464,2229
Nordeste,PB,CACIMBA DE DENTRO,2089,7457
Nordeste,PB,CACIMBAS,416,3665
Nordeste,AL,CACIMBINHAS,1125,4166
Sul,RS,CACIQUE DOBLE,1847,1206
Norte,RO,CACOAL,35962,10091
Sudeste,SP,CACONDE,5956,3160
Centro-Oeste,GO,CACU,4610,2429
Nordeste,BA,CACULE,3692,8317
Nordeste,BA,CAEM,695,4839
Sudeste,MG,CAETANOPOLIS,3748,1640
Nordeste,BA,CAETANOS,573,5974
Sudeste,MG,CAETE,13593,8544
Nordeste,PE,CAETES,1112,12333
Nordeste,BA,CAETITE,6006,23063
Nordeste,BA,CAFARNAUM,2123,7181
Sul,PR,CAFEARA,700,955
Sul,PR,CAFELANDIA,6528,2793
Sudeste,SP,CAFELANDIA,6467,2029
Sul,PR,CAFEZAL DO SUL,1841,1057
Sudeste,SP,CAIABU,1305,1105
Sudeste,MG,CAIANA,1014,1594
Centro-Oeste,GO,CAIAPONIA,4970,3814
Sul,RS,CAIBATE,1426,1624
Sul,SC,CAIBI,2607,1163
Nordeste,PB,CAICARA,1291,2911
Sul,RS,CAICARA,1859,1401
Nordeste,RN,CAICARA DO NORTE,1011,2343
Nordeste,RN,CAICARA DO RIO DO VENTO,577,1890
Nordeste,RN,CAICO,11374,20999
Sudeste,SP,CAIEIRAS,29988,16144
Exterior,ZZ,CAIENA,950,551
Exterior,ZZ,CAIRO,24,20
Nordeste,BA,CAIRU,2661,6230
Sudeste,SP,CAIUA,1197,1320
Sudeste,SP,CAJAMAR,26934,15248
Nordeste,MA,CAJAPIO,422,4956
Nordeste,MA,CAJARI,881,8836
Sudeste,SP,CAJATI,11259,3712
Nordeste,PB,CAJAZEIRAS,6491,28571
Nordeste,PI,CAJAZEIRAS DO PIAUI,241,2026
Nordeste,PB,CAJAZEIRINHAS,408,2151
Sudeste,SP,CAJOBI,3847,1537
Nordeste,AL,CAJUEIRO,2652,6380
Nordeste,PI,CAJUEIRO DA PRAIA,813,4107
Sudeste,MG,CAJURI,976,1986
Sudeste,SP,CAJURU,7421,4320
Nordeste,PE,CALCADO,637,4428
Norte,AP,CALCOENE,1671,3140
Sudeste,MG,CALDAS,5172,2390
Nordeste,PB,CALDAS BRANDAO,886,2976
Centro-Oeste,GO,CALDAS NOVAS,29977,11573
Centro-Oeste,GO,CALDAZINHA,1354,752
Nordeste,BA,CALDEIRAO GRANDE,774,5852
Nordeste,PI,CALDEIRAO GRANDE DO PIAUI,507,3143
Sul,PR,CALIFORNIA,3655,1584
Sul,SC,CALMON,747,1307
Nordeste,PE,CALUMBI,424,4270
Nordeste,BA,CAMACA,4265,7323
Nordeste,BA,CAMACARI,45483,84052
Sudeste,MG,CAMACHO,908,1245
Nordeste,PB,CAMALAU,297,3939
Nordeste,BA,CAMAMU,5178,9733
Sudeste,MG,CAMANDUCAIA,7870,3403
Centro-Oeste,MS,CAMAPUA,4462,2943
Sul,RS,CAMAQUA,23621,12485
Nordeste,PE,CAMARAGIBE,40652,49546
Sul,RS,CAMARGO,1295,561
Sul,PR,CAMBARA,9536,4007
Sul,RS,CAMBARA DO SUL,2580,1026
Sul,PR,CAMBE,41798,12795
Exterior,ZZ,CAMBERRA,539,283
Sul,PR,CAMBIRA,3169,1390
Sul,SC,CAMBORIU,29889,8233
Sudeste,RJ,CAMBUCI,4917,3299
Sudeste,MG,CAMBUI,9755,4163
Sudeste,MG,CAMBUQUIRA,4315,2235
Norte,PA,CAMETA,15959,49947
Nordeste,CE,CAMOCIM,8274,25255
Nordeste,PE,CAMOCIM DE SAO FELIX,2867,7656
Sudeste,MG,CAMPANARIO,728,1195
Sudeste,MG,CAMPANHA,6041,1824
Sudeste,MG,CAMPESTRE,8136,3168
Nordeste,AL,CAMPESTRE,745,2594
Sul,RS,CAMPESTRE DA SERRA,1774,295
Centro-Oeste,GO,CAMPESTRE DE GOIAS,1436,1069
Nordeste,MA,CAMPESTRE DO MARANHAO,1957,4543
Sul,PR,CAMPINA DA LAGOA,5390,3428
Sul,RS,CAMPINA DAS MISSOES,2341,1785
Sudeste,SP,CAMPINA DO MONTE ALEGRE,2264,982
Sul,PR,CAMPINA DO SIMAO,929,1704
Nordeste,PB,CAMPINA GRANDE,126554,98243
Sul,PR,CAMPINA GRANDE DO SUL,16458,7447
Sudeste,MG,CAMPINA VERDE,5744,4312
Centro-Oeste,GO,CAMPINACU,904,1029
Centro-Oeste,MT,CAMPINAPOLIS,2528,3739
Sudeste,SP,CAMPINAS,401284,181841
Nordeste,PI,CAMPINAS DO PIAUI,250,3405
Sul,RS,CAMPINAS DO SUL,2741,873
Centro-Oeste,GO,CAMPINORTE,4217,2071
Sul,SC,CAMPO ALEGRE,6146,1048
Nordeste,AL,CAMPO ALEGRE,4239,11526
Centro-Oeste,GO,CAMPO ALEGRE DE GOIAS,1893,1623
Nordeste,BA,CAMPO ALEGRE DE LOURDES,1542,13064
Nordeste,PI,CAMPO ALEGRE DO FIDALGO,233,3034
Sudeste,MG,CAMPO AZUL,453,1763
Sudeste,MG,CAMPO BELO,17661,7805
Sul,SC,CAMPO BELO DO SUL,2435,1989
Sul,RS,CAMPO BOM,29746,9932
Sul,PR,CAMPO BONITO,1247,1519
Nordeste,SE,CAMPO DO BRITO,2211,7539
Sudeste,MG,CAMPO DO MEIO,3074,3342
Sul,PR,CAMPO DO TENENTE,3031,1619
Sul,SC,CAMPO ERE,2420,2871
Sudeste,MG,CAMPO FLORIDO,2074,1901
Nordeste,BA,CAMPO FORMOSO,8852,28718
Nordeste,AL,CAMPO GRANDE,843,5022
Centro-Oeste,MS,CAMPO GRANDE,337170,135939
Nordeste,RN,CAMPO GRANDE,1464,4427
Nordeste,PI,CAMPO GRANDE DO PIAUI,344,3402
Sul,PR,CAMPO LARGO,49168,17806
Nordeste,PI,CAMPO LARGO DO PIAUI,589,2870
Centro-Oeste,GO,CAMPO LIMPO DE GOIAS,2772,1259
Sudeste,SP,CAMPO LIMPO PAULISTA,28924,11705
Sul,PR,CAMPO MAGRO,9319,5182
Nordeste,PI,CAMPO MAIOR,6730,19618
Sul,PR,CAMPO MOURAO,34383,16510
Sul,RS,CAMPO NOVO,1496,1629
Norte,RO,CAMPO NOVO DE RONDONIA,3595,1789
Centro-Oeste,MT,CAMPO NOVO DO PARECIS,10513,4549
Nordeste,RN,CAMPO REDONDO,810,4819
Centro-Oeste,MT,CAMPO VERDE,14839,5577
Sudeste,MG,CAMPOS ALTOS,3941,2320
Centro-Oeste,GO,CAMPOS BELOS,3526,5442
Sul,RS,CAMPOS BORGES,1262,1078
Centro-Oeste,MT,CAMPOS DE JULIO,2210,792
Sudeste,SP,CAMPOS DO JORDAO,18414,5455
Sudeste,RJ,CAMPOS DOS GOYTACAZES,147437,79838
Sudeste,MG,CAMPOS GERAIS,8022,4940
Norte,TO,CAMPOS LINDOS,1168,2797
Sul,SC,CAMPOS NOVOS,13034,5899
Sudeste,SP,CAMPOS NOVOS PAULISTA,1714,789
Nordeste,CE,CAMPOS SALES,1878,12132
Centro-Oeste,GO,CAMPOS VERDES,704,1865
Nordeste,PE,CAMUTANGA,1684,3725
Sudeste,MG,CANA VERDE,1833,1398
Sudeste,MG,CANAA,862,2099
Norte,PA,CANAA DOS CARAJAS,14842,9048
Centro-Oeste,MT,CANABRAVA DO NORTE,1580,814
Sudeste,SP,CANANEIA,4107,1944
Nordeste,AL,CANAPI,905,7618
Sudeste,MG,CANAPOLIS,2475,3176
Nordeste,BA,CANAPOLIS,1057,4796
Centro-Oeste,MT,CANARANA,7452,2286
Nordeste,BA,CANARANA,2149,10898
Sudeste,SP,CANAS,1927,698
Nordeste,PI,CANAVIEIRA,304,1747
Nordeste,BA,CANAVIEIRAS,5176,10644
Nordeste,BA,CANDEAL,1028,4392
Sudeste,MG,CANDEIAS,4576,3013
Nordeste,BA,CANDEIAS,7101,39448
Norte,RO,CANDEIAS DO JAMARI,7104,4507
Sul,RS,CANDELARIA,10474,6168
Nordeste,BA,CANDIBA,1632,6489
Sul,PR,CANDIDO DE ABREU,4674,4202
Sul,RS,CANDIDO GODOI,3228,1369
Nordeste,MA,CANDIDO MENDES,1942,7542
Sudeste,SP,CANDIDO MOTA,12990,3708
Sudeste,SP,CANDIDO RODRIGUES,1227,430
Nordeste,BA,CANDIDO SALES,2888,10012
Sul,RS,CANDIOTA,2005,3524
Sul,PR,CANDOI,3478,5171
Sul,RS,CANELA,16873,5044
Sul,SC,CANELINHA,5434,1133
Nordeste,RN,CANGUARETAMA,3874,13388
Sul,RS,CANGUCU,18428,12786
Nordeste,SE,CANHOBA,500,2565
Nordeste,PE,CANHOTINHO,3133,8183
Nordeste,CE,CANINDE,6907,34530
Nordeste,SE,CANINDE DE SAO FRANCISCO,2788,12679
Sudeste,SP,CANITAR,1536,859
Sul,RS,CANOAS,119862,63161
Sul,SC,CANOINHAS,23636,7699
Nordeste,BA,CANSANCAO,1971,16747
Norte,RR,CANTA,4991,3556
Sudeste,RJ,CANTAGALO,6886,3332
Sul,PR,CANTAGALO,2681,4127
Sudeste,MG,CANTAGALO,721,1367
Nordeste,MA,CANTANHEDE,1179,7311
Exterior,ZZ,CANTAO,82,5
Nordeste,PI,CANTO DO BURITI,2080,8607
Nordeste,BA,CANUDOS,1142,7222
Sul,RS,CANUDOS DO VALE,646,766
Norte,AM,CANUTAMA,1691,3359
Sul,PR,CAPANEMA,5744,5601
Norte,PA,CAPANEMA,15253,20189
Sul,SC,CAPAO ALTO,1427,680
Sudeste,SP,CAPAO BONITO,17480,6044
Sul,RS,CAPAO BONITO DO SUL,787,694
Sul,RS,CAPAO DA CANOA,19183,7242
Sul,RS,CAPAO DO CIPO,943,1094
Sul,RS,CAPAO DO LEAO,6517,5953
Sudeste,MG,CAPARAO,1604,1266
Nordeste,AL,CAPELA,3222,5192
Nordeste,SE,CAPELA,4454,11271
Sul,RS,CAPELA DE SANTANA,3196,2237
Sudeste,SP,CAPELA DO ALTO,7699,1976
Nordeste,BA,CAPELA DO ALTO ALEGRE,1478,4610
Sudeste,MG,CAPELA NOVA,1130,1600
Sudeste,MG,CAPELINHA,7417,8898
Sudeste,MG,CAPETINGA,2176,1395
Nordeste,PB,CAPIM,1074,3131
Sudeste,MG,CAPIM BRANCO,3641,1713
Nordeste,BA,CAPIM GROSSO,4900,10375
Sudeste,MG,CAPINOPOLIS,3689,4143
Sul,SC,CAPINZAL,8851,3825
Nordeste,MA,CAPINZAL DO NORTE,1276,4850
Nordeste,CE,CAPISTRANO,1681,9534
Sul,RS,CAPITAO,1322,620
Sudeste,MG,CAPITAO ANDRADE,1414,1115
Nordeste,PI,CAPITAO DE CAMPOS,959,5947
Sudeste,MG,CAPITAO ENEAS,2457,5233
Nordeste,PI,CAPITAO GERVASIO OLIVEIRA,121,2667
Sul,PR,CAPITAO LEONIDAS MARQUES,4778,3775
Norte,PA,CAPITAO POCO,9979,17366
Sudeste,MG,CAPITOLIO,3139,1675
Sudeste,SP,CAPIVARI,20783,5228
Sul,SC,CAPIVARI DE BAIXO,9604,3300
Sul,RS,CAPIVARI DO SUL,1651,964
Norte,AC,CAPIXABA,3895,1086
Nordeste,PE,CAPOEIRAS,1157,9205
Sudeste,MG,CAPUTIRA,2133,3138
Sul,RS,CARAA,2713,1602
Norte,RR,CARACARAI,5631,3248
Exterior,ZZ,CARACAS,360,67
Nordeste,PI,CARACOL,685,5192
Centro-Oeste,MS,CARACOL,1770,1191
Sudeste,SP,CARAGUATATUBA,42855,17363
Sudeste,MG,CARAI,1850,5871
Nordeste,BA,CARAIBAS,1167,4323
Sul,PR,CARAMBEI,9634,3056
Sudeste,MG,CARANAIBA,1015,961
Sudeste,MG,CARANDAI,7191,6402
Sudeste,MG,CARANGOLA,8118,7320
Sudeste,RJ,CARAPEBUS,5059,2635
Sudeste,SP,CARAPICUIBA,115383,80671
Sudeste,MG,CARATINGA,23811,14556
Norte,AM,CARAUARI,2370,9617
Nordeste,PB,CARAUBAS,560,2521
Nordeste,RN,CARAUBAS,2664,10842
Nordeste,PI,CARAUBAS DO PIAUI,758,2723
Nordeste,BA,CARAVELAS,2690,6443
Sul,RS,CARAZINHO,22876,11532
Sudeste,MG,CARBONITA,1861,2774
Nordeste,BA,CARDEAL DA SILVA,448,4410
Sudeste,SP,CARDOSO,3859,2379
Sudeste,RJ,CARDOSO MOREIRA,4894,2511
Sudeste,MG,CAREACU,2120,1203
Norte,AM,CAREIRO,4160,9464
Norte,AM,CAREIRO DA VARZEA,2795,7239
Sudeste,ES,CARIACICA,117219,76814
Nordeste,CE,CARIDADE,1698,9796
Nordeste,PI,CARIDADE DO PIAUI,384,2911
Nordeste,BA,CARINHANHA,4264,10147
Nordeste,SE,CARIRA,2225,9381
Nordeste,CE,CARIRE,2865,7414
Norte,TO,CARIRI DO TOCANTINS,1127,1011
Nordeste,CE,CARIRIACU,3142,13592
Nordeste,CE,CARIUS,1601,9428
Centro-Oeste,MT,CARLINDA,2685,2350
Sul,PR,CARLOPOLIS,5949,2595
Sul,RS,CARLOS BARBOSA,13837,3458
Sudeste,MG,CARLOS CHAGAS,3882,5086
Sul,RS,CARLOS GOMES,542,590
